record_id|employer|occupation
4010620251126901631|CEPHALON|ADMINISTRATIVE ADMIN
4010620251126902051|FINCH ENGRAVING LLC|ENGRAVER
4010620251126924217|SANTANDER HOLDINGS USA|DIRECTOR CONTROLLERSHIP (003FN3)
4010620251126924995||
4010620251126925079|RETIRED|RETIRED
4010620251126925535|COMPHEALTH|M.D.
4010620251126927246|RETIRED|RETIRED
4010620251126927247|ALTOONA CURVE|EMPLOYER
4010620251126927303|SELF|DOCTOR
4010620251126928749||
4010620251126928750||
4010620251126928981|RETIRED|RETIRED
4010620251126929579|RETIRED|RETIRED
4010620251126932872|RETIRED|RETIRED
4010620251126933393|RETIRED|RETIRED
4010620251126934974|RETIRED|RETIRED
4010620251126935090|RETIRED|RETIRED
4010620251126935401|RETIRED|RETIRED
4010620251126935425|RETIRED|RETIRED
4010620251126935580|RETIRED|RETIRED
4010620251126936363|REEDMARK ADVISORS|PENSION CONSULTANT
4010620251126937207|EQUITABLE MANAGEMENT|REAL ESTATE MANAGEMENT
4010620251126938431|RETIRED|RETIRED
4010620251126939554|RETIRED|RETIRED
4010620251126939821|RETIRED|RETIRED
4010620251126944032|RETIRED|RETIRED
4010620251126944048|RETIRED|RETIRED
4010620251126944146|L M|ENGINEER
4010620251126945872|RETIRED|RETIRED
4010620251126947111|RETIRED|RETIRED
4010620251126949110|RETIRED|RETIRED
4010620251126950014|RETIRED|RETIRED
4010620251126950637|RETIRED|RETIRED
4010620251126950868|HOMEMAKER|HOMEMAKER
4010620251126951938|HNL LABORATORY|PHYSICIAN
4010620251126952350|RETIRED|RETIRED
4010620251126952675|RETIRED|RETIRED
4010620251126952759|RETIRED|RETIRED
4010620251126953840|CJKANT RESOURCE GROUP INC|OWNER
4010620251126954019|SELF|CONSULTANT
4010620251126954597|RETIRED|RETIRED
4010620251126954660|RETIRED|RETIRED
4010620251126955003|RETIRED|RETIRED
4010620251126955204|SELF|SCHOOL-BUS CONTRACTOR
4010620251126959157|SELF|INSURANCE REP
4010620251126960297|ADVANCE|GM
4010620251126961631|RETIRED|RETIRED
4010620251126962842|RETIRED|RETIRED
4010620251126964783|RETIRED|RETIRED
4010620251126965993|RETIRED|RETIRED
4010620251126966107|RETIRED|RETIRED
4010620251126966906|RETIRED|RETIRED
4010620251126967928|RETIRED|RETIRED
4010620251126969031|RETIRED|RETIRED
4010620251126969552|RETIRED|RETIRED
4010620251126971033|G. O. CARLSON INC.|EXECUTIVE
4010620251126972202|RETIRED|RETIRED
4010620251126972875|RETIRED|RETIRED
4010620251126973640|RETIRED|RETIRED
4010620251126974402|SELF EMPLOYED|PROFESSIONAL RACE CAR DRIVER
4010620251126975413|SELF EMPLOYED|GRAINDEALER
4010620251126978914||IT COMPUTER
4010620251126979035|HH ROSEWOOD RE|BROKER
4010620251126982343|OHIO NATIONAL|TAX ATTORNEY
4010620251126983870|RETIRED|RETIRED
4010620251126985226|PACE TRANSPORTATION|SCHOOL BUS DRIVER
4010620251126985946|RETIRED|RETIRED
4010620251126986602|SELF|WELDER
4010620251126988320|UGI UTILITIES|SALES
4010620251126988537|RETIRED|RETIRED
4010620251126988908|HOMEMAKER|HOMEMAKER
4010620251126989609|RETIRED|RETIRED
4010620251126990312|RETIRED|RETIRED
4010620251126990666|RETIRED|RETIRED
4010620251126991986|BANK OF AMERICA|SOFTWARE DEVELOPER
4010620251126992349|RETIRED|RETIRED
4010620251126992357|RETIRED|RETIRED
4010620251126993590|RETIRED|RETIRED
4010620251126994719|RETIRED|RETIRED
4010620251126996664|MOTOR TECHNOLOGY|CAO
4010620251126997421|RETIRED|RETIRED
4010620251126998274|RETIRED|RETIRED
4010620251127000402|J.L. FREED HONDA|BUSINESS OWNER
4010620251127000530|RETIRED|RETIRED
4010620251127001269|SELF|CONTRACTOR
4010620251127001501|RETIRED|RETIRED
4010620251127002064|RETIRED|RETIRED
4010620251127002196|RETIRED|RETIRED
4010620251127002293|RETIRED|RETIRED
4010620251127004447|RETIRED|RETIRED
4010620251127005937|RETIRED|RETIRED
4010620251127006333|PERSKE TRUCK LEASING|EXECUTIVE
4010620251127007710|RETIRED|RETIRED
4010620251127009194|NORTH WEST SAVING BANK|LENDER
4010620251127009299|RETIRED|RETIRED
4010620251127012720|SELF|RENTAL PROPERTY
4010620251127012731|SELF|SERVICE
4010620251127013051|SELF|WRITER
4010620251127014339|CARLISLE BARRACKS POLICE|POLICE SUPERVISOR
4010620251127014689|TW PHILLIPS GAS AND OIL|SUPERVISOR
4010620251127015601|RETIRED|RETIRED
4010620251127017337|RETIRED|RETIRED
4010620251127017647|RETIRED|RETIRED
4010620251127018379|RETIRED|RETIRED
4010620251127019041|RETIRED|RETIRED
4010620251127022012|RETIRED|RETIRED
4010620251127023076|RETIRED|RETIRED
4010620251127023945|RETIRED|RETIRED
4010620251127057239||
4010620251127057795||
4010620251127057823||
4010620251127059223||
4010620251127059224||
4010620251127064825||
4010620251127064828||
4010620251127064835||
4010620251127064857||
4010620251127065289||
4010620251127065788||
4010720251127091686|NOT EMPLOYED|NOT EMPLOYED
4010720251127093294|NOT EMPLOYED|NOT EMPLOYED
4010720251127102784|ALLY FINANCIAL INC|SR DIR - DEPOSIT OPERATIONS
4010720251127109112|N/A|NOT EMPLOYED
4010720251127110428|N/A|NOT EMPLOYED
4010720251127110432|N/A|NOT EMPLOYED
4010720251127111618|DELAWARE COUNTY COMMUNITY COLLEGE|PROFESSOR
4010720251127112046|N/A|NOT EMPLOYED
4010720251127113037||
4010720251127114535|N/A|NOT EMPLOYED
4010720251127116249|PASSHE|PROFESSOR
4010720251127116251|PASSHE|PROFESSOR
4010720251127117428|N/A|RETIRED
4010720251127117708|DUOLINGO|STRATEGIST
4010720251127117793|N/A|RETIRED
4010720251127118285|N/A|NOT EMPLOYED
4010720251127118579|N/A|NOT EMPLOYED
4010720251127119927|N/A|NOT EMPLOYED
4010720251127119951|N/A|RETIRED
4010720251127121429|N/A|RETIRED
4010720251127122783|N/A|NOT EMPLOYED
4010720251127123023|ARCADIA UNIVERSITY|PROFESSOR OF ENGLISH
4010720251127126250|N/A|NOT EMPLOYED
4010720251127126361|N/A|RETIRED
4010720251127126371|N/A|RETIRED
4010720251127127312|N/A|RETIRED
4010720251127127313|N/A|RETIRED
4010720251127127359|N/A|RETIRED
4010720251127129451|N/A|NOT EMPLOYED
4010720251127129882|MTR LANDSCAPE ARCHITECTS|DESIGNER
4010720251127130652|ODLE|PHYSICIAN
4010720251127131728|STEMBER FEINSTEIN DOYLE PAYNE & KRAVEC|ATTORNEY
4010720251127132123||
4010720251127132385||
4010720251127132915|N/A|NOT EMPLOYED
4010720251127133387|N/A|NOT EMPLOYED
4010720251127133516|SWARTHMORE COLLEGE|COLLEGE ADMINISTRATOR
4010720251127133572|SELF-EMPLOYED|PSYCHOLOGIST
4010720251127134519|N/A|NOT EMPLOYED
4010720251127135104|N/A|NOT EMPLOYED
4010720251127135153|MAIN LINE HEALTH|HEALTHCARE ADMINISTRATOR
4010720251127135601|N/A|NOT EMPLOYED
4010720251127136389|RSVP OF MONTGOMER COUNTY|DEVELOPMENT COORDINATOR
4010720251127136416|N/A|RETIRED
4010720251127137013|N/A|NOT EMPLOYED
4010720251127138785|N/A|NOT EMPLOYED
4010720251127139719|N/A|NOT EMPLOYED
4010720251127139965|N/A|RETIRED
4010720251127140203|N/A|NOT EMPLOYED
4010720251127141512|N/A|NOT EMPLOYED
4010720251127141810|N/A|NOT EMPLOYED
4010720251127141951|N/A|NOT EMPLOYED
4010720251127143772|N/A|NOT EMPLOYED
4010720251127144538|N/A|NOT EMPLOYED
4010720251127145151|N/A|NOT EMPLOYED
4010720251127145490|UPMC|SYSTEM ANALYST
4010720251127147233|N/A|NOT EMPLOYED
4010720251127149246|N/A|RETIRED
4010720251127150367|SPL|CMO
4010720251127150417|N/A|NOT EMPLOYED
4010720251127155334|AQUENT|MARKETING CONSULTANT
4010720251127155551|FEDEX|ANALYST
4010720251127155592|N/A|NOT EMPLOYED
4010720251127157532|CARNEGIE MELLON UNIVERSITY|PROFESSOR
4010720251127157866|N/A|NOT EMPLOYED
4010720251127159134|DDS|DENTIST
4010720251127160003|N/A|NOT EMPLOYED
4010720251127160221|N/A|NOT EMPLOYED
4010720251127160802|SCHNEIDER DOWNS|DIRECTOR
4010720251127161011|COSTQUEST ASSOCIATES INC|CONSULTANT
4010720251127161504||
4010720251127163461|N/A|NOT EMPLOYED
4010720251127163573|KEELER NEWSPAPERS|NEWSPAPER REPORTER
4010720251127166001|N/A|RETIRED
4010720251127167029|N/A|NOT EMPLOYED
4010720251127167818|N/A|NOT EMPLOYED
4010720251127168337|PASTATESYSTEM OF HIGHER EDUCATION|PROFESSOR
4010720251127168345|MERAKEY|PSYCHIATRIST
4010720251127168665|ABINGTON HEALTH|HOSPITAL ADMINISTRATOR
4010720251127169449|N/A|NOT EMPLOYED
4010720251127169826|LEGRAND|SALES
4010720251127170117|ST. CHRISTOPHER'S EPISCOPAL CHURCH|EPISCOPAL PRIEST
4010720251127171107|N/A|NOT EMPLOYED
4010720251127171831|INTEPROS|IT PROFESSIONAL
4010720251127172198|N/A|NOT EMPLOYED
4010720251127175193|N/A|NOT EMPLOYED
4010720251127175208|MACYS|SUPPORT
4010720251127176826|N/A|NOT EMPLOYED
4010720251127178445|SELF-EMPLOYED|OWNER
4010720251127178940|STATE OF MARYLAND|ADMINISTRATOR
4010720251127179729|WEST OAK LANE CS|SCHOOL CEO
4010720251127180252|SELF-EMPLOYED|STORE OWNER
4010720251127181999|N/A|NOT EMPLOYED
4010720251127182190|NAVISYS|SOFTWARE
4010720251127182214|N/A|RETIRED
4010720251127182343|SELF-EMPLOYED|REGISTERED NURSE
4010720251127184677|SELF-EMPLOYED|CARPENTER
4010720251127186432|STRADLEY RONON STEVENS & YOUNG LLP|ATTORNEY
4010720251127186460|SAINT BEDE'S R.C. CHURCH|ASSISTANT MUSIC DIRECTOR
4010720251127188286|AAA|TRAVEL AGENT
4010720251127190153|AMERICAN THERMAPEDIC COMPANY|PLANT MANAGER
4010720251127190418|ABBVIE|PHYSICIAN
4010720251127190616|LOCKHEED MARTIN|SYSTEM ADMINISTRATOR
4010720251127191673|N/A|NOT EMPLOYED
4010720251127191733|DEP|ENGINEER
4010720251127191936|AIR PRODUCTS & CHEMICALS, INC.|IT ANALYST
4010720251127191952|PHILADELPHIA MUSEUM OF ART|TELEMARKETER/ACQUISITION REPRESENTATIV
4010720251127192037|BRIGHTLINE|DESIGNER
4010720251127193976|N/A|NOT EMPLOYED
4010720251127194729|N/A|NOT EMPLOYED
4010720251127195069|N/A|NOT EMPLOYED
4010720251127195130|N/A|RETIRED
4010720251127197338||
4010720251127197580|N/A|RETIRED
4010720251127199771|WINDTREE THERAPEUTICS|ATTORNEY
4010720251127200276|SELF-EMPLOYED|OWNER
4010720251127200756|N/A|NOT EMPLOYED
4010720251127201078|N/A|NOT EMPLOYED
4010720251127201566|CITY OF PHILADELPHIA|ADMINISTRATOR
4010720251127202877|N/A|NOT EMPLOYED
4010720251127203437|ATLANTIC COUNCIL|CONSULTANT
4010720251127207829|N/A|RETIRED
4010720251127208980|N/A|RETIRED
4010720251127209600|UNITED STEELWORKERS|INDUSTRIAL HYGIENIST
4010720251127209793|N/A|NOT EMPLOYED
4010720251127210069|N/A|RETIRED
4010720251127210287|SELF-EMPLOYED|RESEARCH SCIENTIST
4010720251127212905|RETIRED|RETIRED
4010720251127213333|RETIRED|RETIRED
4010720251127214225|PORT AUTHORITY OF ALLEGHENY COUNTY|OPERATOR
4010720251127214713|PORT AUTHORITY OF ALLEGHENY COUNTY|OPERATOR
4010720251127219309|NOT EMPLOYED|NOT EMPLOYED
4010720251127220906|NONE|NOT EMPLOYED
4010720251127220920|NONE|NOT EMPLOYED
4010720251127230550|NONE|NOT EMPLOYED
4010720251127234267|NONE|NOT EMPLOYED
4010720251127238872|NOT EMPLOYED|NOT EMPLOYED
4010720251127238912|NOT EMPLOYED|NOT EMPLOYED
4010720251127239540|NONE|NOT EMPLOYED
4010720251127239702|NONE|NOT EMPLOYED
4010720251127241173|NOT EMPLOYED|NOT EMPLOYED
4010720251127242862|RETIRED|RETIRED
4010720251127247925|NONE|NOT EMPLOYED
4010720251127250064|NONE|NOT EMPLOYED
4010720251127250068|NONE|NOT EMPLOYED
4010720251127250665|NONE|NOT EMPLOYED
4010720251127255849|NONE|NOT EMPLOYED
4010720251127255857|NONE|NOT EMPLOYED
4010720251127255867|NONE|NOT EMPLOYED
4010720251127267284|SELF EMPLOYED|FARMER
4010720251127267984|NOT EMPLOYED|NOT EMPLOYED
4010720251127268222|SELF EMPLOYED|INTERIOR DESIGNER
4010720251127268224|NOT EMPLOYED|NOT EMPLOYED
4010720251127268371|SANOFI US SERVICES INC.|MANAGER RECORDS AND SYSTEMS US-SWIFTWA
4010720251127268399|SANOFI US SERVICES INC.|GLOBAL HEAD OF BUSINESS DEVELOPMENT VA
4010720251127268413|SANOFI US SERVICES INC.|GLOBAL SENIOR EXPERT MEDICAL STRATEGY
4010720251127268523|SANOFI US SERVICES INC.|MASTER DATA MANAGER
4010720251127273942|NOT EMPLOYED|NOT EMPLOYED
4010720251127275894|T-MOBILE, INC.|SR DIRECTOR, CORPORATE INVESTIGATIONS
4010720251127275896|T-MOBILE, INC.|SR DIRECTOR, CORPORATE INVESTIGATIONS
4010720251127277861|DR.|PHYSICIAN
4010720251127282235|RADPARTNERS|RADIOLOGY
4010720251127284118|RETIRED|RETIRED
4010720251127290541|NOT EMPLOYED|NOT EMPLOYED
4010720251127291973|SELF|THERAPIST
4010720251127296894|NOT EMPLOYED|NOT EMPLOYED
4010720251127299702|RETIRED|RETIRED PROFESSOR
4010720251127300242|SELF|IT HEALTHCARE CONSULTANT
4010720251127301012|MICHELMAN STEEL ENTERPRISES|PARTNER
4010720251127301196|NOT EMPLOYED|NOT EMPLOYED
4010720251127303044|NOT EMPLOYED|NOT EMPLOYED
4010720251127314656|NOT EMPLOYED|NOT EMPLOYED
4010720251127314808|NOT EMPLOYED|NOT EMPLOYED
4010720251127315644|NOT EMPLOYED|NOT EMPLOYED
4010720251127315756|NOT EMPLOYED|NOT EMPLOYED
4010720251127316962|NOT EMPLOYED|RETIRED
4010720251127321519|NOT EMPLOYED|NOT EMPLOYED
4010720251127327293|NOT EMPLOYED|NOT EMPLOYED
4010720251127328711|MERCER COUNTY BOARD OF SOCIAL SERVICES|ADMINISTRATPR
4010720251127329489|NOT EMPLOYED|NOT EMPLOYED
4010720251127331445|NOT EMPLOYED|NOT EMPLOYED
4010720251127332519|NOT EMPLOYED|NOT EMPLOYED
4010720251127338707|NOT EMPLOYED|NOT EMPLOYED
4010720251127341523|NOT EMPLOYED|NOT EMPLOYED
4010720251127345151|NOT EMPLOYED|NOT EMPLOYED
4010720251127345678|NOT EMPLOYED|NOT EMPLOYED
4010720251127346508|NOT EMPLOYED|NOT EMPLOYED
4010720251127391244|FS INVESTMENTS|DIVISIONAL DIRECTOR, EAST
4010720251127391247|FS INVESTMENTS|DIRECTOR AND SENIOR ECONOMIST
4010720251127391271|FS INVESTMENTS|MEDIA RELATIONS
4010720251127391276|FS INVESTMENTS|MANAGING DIRECTOR
4010720251127391281|FS INVESTMENTS|CHIEF LEGAL OFFICER
4010720251127391291|FS INVESTMENTS|ADVISORY CONSULTANT
4010720251127396322|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4010720251127397082|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4010720251127397105|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4010720251127398501|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4010720251127398536|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4010720251127399369|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4010720251127402848|ACMI|OWNER
4010720251127403578|CIGNA CORP|GOVERNMENT AFFAIRS SENIOR PRINCIPAL
4010720251127404269|CIGNA CORPORATION|BUSINESS FINANCIAL OFFICER
4010720251127404510|CIGNA CORP|ACCOUNT MANAGEMENT (IC) ADVISOR
4010720251127404815|TEL-DRUG OF PA, L.L.C.|BUSINESS ANALYSIS ADVISOR
4010720251127405144|CT GENERAL LIFE INSURANCE CO|PROGRAM MANAGEMENT MANAGING DIRECTOR
4010720251127405527|CIGNA CORP|PROGRAM MANAGEMENT ADVISOR
4010720251127408347|PUBLIC SERVICE ENTERPRISE GROUP|DIR NUCLEAR FUELS
4010720251127408439|SES SPACE & DEFENSE|VICE PRESIDENT, OPERATIONAL EXCELLENCE
4010720251127415451|JANSSEN SCIENTIFIC AFFAIRS, LLC|DIR FIELD MED EXCELLENCE AND OPS HEMAT
4010720251127415492|JANSSEN RESEARCH & DEVELOPMENT, LLC|ASSOCIATE DIRECTOR RISK MGMT OPS
4010720251127415652|JANSSEN BIOTECH, INC.|SENIOR AREA BUSINESS SPECIALIST
4010720251127415753|JANSSEN BIOTECH, INC.|EXECUTIVE SALES SPECIALIST
4010720251127415808|JANSSEN BIOTECH, INC.|EXEC ONCOLOGY SALES SPEC SOLID TUMOR
4010720251127416052|JANSSEN RESEARCH & DEVELOPMENT, LLC|DIRECTOR BIOLOGICS
4010720251127416105|JANSSEN BIOTECH, INC.|DISTRICT MGR ONCOLOGY SOLID TUMOR DIST
4010720251127416278|DEPUY_SYNTHES_SALES_INC.|AREA VICE PRESIDENT TRAUMA
4010720251127416399|JANSSEN BIOTECH, INC.|EXECUTIVE IMMUNOLOGY SALES SPECIALIST
4010720251127416432|JANSSEN BIOTECH, INC.|EXECUTIVE ONCOLOGY SALES SPECIALIST
4010720251127416447|JANSSEN BIOTECH, INC.|EXECUTIVE SALES SPECIALIST
4010720251127416720|JANSSEN BIOTECH, INC.|EXECUTIVE KEY ACCOUNT SPECIALIST
4010720251127416739|JANSSEN BIOTECH, INC.|EXECUTIVE SALES SPECIALIST
4010720251127423572|NONE|RETIRED
4010720251127423603||
4010720251127426752|NOT EMPLOYED|NOT EMPLOYED
4010720251127426807|NOT EMPLOYED|NOT EMPLOYED
4010720251127428489|WRDC|REAL ESTATE DEVELOPER
4010720251127433012|NONE|RETIRED
4010720251127434935|NOT EMPLOYED|NOT EMPLOYED
4010720251127457935|NOT EMPLOYED|NOT EMPLOYED
4010720251127459605|NOT EMPLOYED|NOT EMPLOYED
4010720251127459657|NOT EMPLOYED|NOT EMPLOYED
4010720251127459665|NOT EMPLOYED|NOT EMPLOYED
4010720251127459805|NOT EMPLOYED|RETIRED
4010720251127461423|NOT EMPLOYED|NOT EMPLOYED
4010720251127466641|PENSKE TRANSPORTATION SOLUTION|VP-COMMUNITY ENGAGEMENT
4010720251127468316|NOT EMPLOYED|NOT EMPLOYED
4010720251127468523|NOT EMPLOYED|NOT EMPLOYED
4010720251127470654|RETIRED|RETIRED
4010720251127470669|RETIRED|RETIRED
4010720251127484503||
4010720251127485731||
4010820251127534450|MERCK|FINANCE
4010820251127534775|NOT EMPLOYED|NOT EMPLOYED
4010820251127535279|DYNAMIC ENERGY SOLUTIONS LLC|PRESIDENT & CEO
4010820251127542339|SELF-EMPLOYED|PHYSICIAN
4010820251127542342|SELF-EMPLOYED|PHYSICIAN
4010820251127542747|PROOF|VP SOLUTIONS CONSULTING
4010820251127543952|NONE|RETIRED
4010820251127544619||
4010820251127548375|NOT EMPLOYED|NOT EMPLOYED
4010820251127548421|VA|ENVIRONMENTAL SERVICES
4010820251127552409|NOT EMPLOYED|NOT EMPLOYED
4010820251127552433|NOT EMPLOYED|NOT EMPLOYED
4010820251127558203|ERIE INSURANCE GROUP|DIR COMPLIANCE
4010820251127558206|ERIE INSURANCE GROUP|SVP SALES & MARKETING
4010820251127558231|ERIE INSURANCE GROUP|VP & BRANCH MGR II
4010820251127560017|CEMEX INC.|DIRECTOR AGGREGATES OPERATIONS
4010820251127602749|HOLTEC INTERNATIONAL|DIRECTOR OF EH&S
4010820251127633264|WAWA, INC.|DIRECTOR OF DIGITAL EXPERIENCE AND SOL
4010820251127633269|WAWA, INC.|VICE PRESIDENT - CHIEF FUEL OFFICER
4010820251127640550|NOT EMPLOYED|NOT EMPLOYED
4010820251127640772|NOT EMPLOYED|NOT EMPLOYED
4010820251127643998|NOT EMPLOYED|NOT EMPLOYED
4010820251127645557|SELF EMPLOYED|CONSULTANT
4010820251127645757|ROXBURY COMMUNITY COLLEGE|ACADEMIC AFFAIRS VICE-PRESIDENT
4010820251127648440|NOT EMPLOYED|NOT EMPLOYED
4010820251127650965|NOT EMPLOYED|NOT EMPLOYED
4010820251127652534|NOT EMPLOYED|NOT EMPLOYED
4010820251127653741|REED SMITH, LLP|ATTORNEY
4010820251127660760|RETIRED|RETIRED
4010820251127661556|RETIRED|RETIRED
4010820251127662849|ESSENT GUARANTY. INC.|VP, STRATEGIC INVESTMENTS
4010820251127664700|AMERICAN WATER WORKS SER.|SR. DIRECTOR OF ACCOUNTING
4010820251127665206|THE ART OF MEDICINE|PHARMACIST
4010820251127666472|SELF|REAL ESTATE
4010820251127667434|NOT EMPLOYED|NOT EMPLOYED
4010820251127669338|NOT EMPLOYED|NOT EMPLOYED
4011020251127806589|CSX CORPORATION|SUPERVISORY SPECIAL AGENT
4011020251127809266|CORNING INCORPORATED|DURHAM CAMPUS MANAGER
4011020251127812084|DISTRICT COUNCIL 57 (LU2006)|SPECIALTY CRAFTS - REGULAR
4011020251127812118|DISTRICT COUNCIL 57 (LU2006)|SPECIALTY CRAFTS - REGULAR
4011020251127814162|GLAXOSMITHKLINE LLC|MEDICAL AFFAIRS OFFICE BASED (ACROSS-O
4011020251127814266|GLAXOSMITHKLINE LLC|SR DIRECTOR VACCINES COMMERCIAL OPERAT
4011020251127814287|GLAXOSMITHKLINE LLC|INTERNAL QUALITY AUDIT
4011020251127814345|GLAXOSMITHKLINE LLC|VP DIRECT PROCUREMENT
4011020251127814418|GLAXOSMITHKLINE LLC|CONGRESSES OVERSIGHT MANAGER
4011020251127814430|GLAXOSMITHKLINE LLC|HEALTH OUTCOMES
4011020251127816561|CAPITAL SOLUTIONS INC.|REAL ESTATE INVESMENTS
4011020251127816755|THE GUARDIAN LIFE INSURANCE COMPANY OF|SALES TRAINING SPECIALIST IV
4011020251127818463|RETIRED|RETIRED
4011020251127819136|NOT APPLICABLE|DISABILITY
4011020251127819140|NOT APPLICABLE|DISABILITY
4011020251127819615|RETIRED|RETIRED
4011020251127819829|RETIRED|RETIRED
4011020251127821318|RETIRED|RETIRED
4011020251127822660|RETIRED|RETIRED
4011020251127822802|RETIRED|RETIRED
4011020251127823732|RETIRED|RETIRED
4011020251127824072|NOT APPLICABLE|DISABILITY
4011020251127824073|NOT APPLICABLE|DISABILITY
4011020251127825400|PGH CITY SCHOOL|RETIRED TEACHER
4011020251127831238|RETIRED|RETIRED
4011020251127831456|RETIRED|RETIRED
4011020251127831785|RETIRED|RETIRED
4011020251127840495|TE CONNECTIVITY|SR DIR TAX
4011020251127852388|ACADIA|COOK
4011020251127860370|FRIENDSHIP HOUSE|PSYCHIATRIST
4011020251127861504|NOT EMPLOYED|NOT EMPLOYED
4011020251127864300|NOT EMPLOYED|NOT EMPLOYED
4011020251127866640|ACADIA|COOK
4011020251127869444|NOT EMPLOYED|NOT EMPLOYED
4011020251127871488|NOT EMPLOYED|NOT EMPLOYED
4011020251127872958|DENIHAN HOSPITALITY GROUP|SALES
4011020251127874634|NOT EMPLOYED|NOT EMPLOYED
4011020251127875423|NOT EMPLOYED|NOT EMPLOYED
4011020251127878531|CAPITAL BLUECROSS|VP DISTRIBUTION CHANNELS & LV EXECUTIV
4011020251127878786|CENTENNIAL SCHOOL DISTRICT|SCHOOL COUNSELOR
4011020251127883960|RETIRED|RETIRED
4011020251127883964|RETIRED|RETIRED
4011020251127885240|RETIRED|RETIRED
4011020251127885249|RETIRED|RETIRED
4011020251127886908|RETIRED|RETIRED
4011020251127887197|RETIRED|RETIRED
4011020251127887237|RETIRED|RETIRED
4011020251127888375|RETIRED|RETIRED
4011020251127889404|NONE|HOMEMAKER
4011020251127890166|RETIRED|RETIRED
4011020251127890412|RETIRED|RETIRED
4011020251127890615|RETIRED|RETIRED
4011020251127891178|RETIRED|RETIRED
4011020251127891525|RETIRED|RETIRED
4011020251127891816|RETIRED|RETIRED
4011020251127892107|RETIRED|RETIRED
4011020251127892283|RETIRED|RETIRED
4011020251127894473|RETIRED|RETIRED
4011020251127895452|MANADA|ELECTRICIAN
4011020251127896046|NORTHAMPTON CTY|BOILER OPERATOR
4011020251127897563|CWP|PRES
4011020251127898318|RETIRED|RETIRED
4011020251127898973|RETIRED|RETIRED
4011020251127899058|RETIRED|RETIRED
4011020251127901368|RETIRED|RETIRED
4011020251127906513|COMMONWEALTH OF PA|ACCOUNTANT
4011020251127909593|NOT EMPLOYED|NOT EMPLOYED
4011020251127909775|NOT EMPLOYED|NOT EMPLOYED
4011020251127909789|NOT EMPLOYED|NOT EMPLOYED
4011020251127912039|NOT EMPLOYED|NOT EMPLOYED
4011020251127912519|NOT EMPLOYED|NOT EMPLOYED
4011020251127916256|NONE|RETIRED
4011020251127916291||
4011020251127919219|INDEPENDENCE BLUE CROSS, LLC|MGR HEALTH RESOURCE CENTER
4011020251127919241|INDEPENDENCE BLUE CROSS, LLC|PROVIDER NETWORK CONTRACT MGR
4011020251127919286|INDEPENDENCE BLUE CROSS, LLC|ASSOC DEPUTY GEN COUNSEL
4011020251127919303|INDEPENDENCE BLUE CROSS, LLC|ASSOC DEPUTY GEN COUNSEL
4011020251127919312|INDEPENDENCE BLUE CROSS, LLC|DIR PROV NETWORK MANAGEMENT
4011020251127921908|HAYDEN POWER GROUP|OWNER
4011020251127921932|BLUE RIBBON FARM DAIRY, INC|BUSINESS OWNER
4011020251127922560|PPL ELECTRIC UTILITIES CORP.|MANAGER COMMUNITY RELATIONS
4011020251127922563|PPL ELECTRIC UTILITIES CORP.|LEAD CS OPERATIONS SPECIALIST
4011020251127922572|PPL SERVICES CORPORATION|VP-TAX
4011020251127922576|PPL SERVICES CORPORATION|PRODUCT MANAGER
4011020251127922612|PPL ELECTRIC UTILITIES CORP.|MANAGER- FP&A
4011020251127922636|PPL ELECTRIC UTILITIES CORP.|SR DIRECTOR - PUBLIC & REGULATORY AFFA
4011020251127922758|ENDO, INC.|EXEC DIR, FP&A BRANDED
4011020251127925289|NOT EMPLOYED|NOT EMPLOYED
