record_id|employer|occupation
4082020242014267030|FS INVESTMENTS|DIRECTOR
4082020242014267821|AMERICAN CABLE ASSOCIATION INC.|VP PUBLIC AFFAIRS AND COMMS
4082020242014267918|GICHNER SYSTEMS GROUP|DIRECTOR, CONTRACT MANAGER
4082020242014271073|DEPUY SPINE LIMITED PARTNERSHIP|AREA BUSINESS MANAGER TRAUMA SOUTH ATL
4082020242014271087|JANSSEN SCIENTIFIC AFFAIRS, LLC|DIR FIELD MED EXCELLENCE AND OPS HEMAT
4082020242014271112|JANSSEN BIOTECH, INC.|EXECUTIVE ONCOLOGY SPECIALIST
4082020242014271130|JANSSEN BIOTECH, INC.|GROUP PRODUCT DIRECTOR EXP AND OPS
4082020242014271177|JANSSEN RESEARCH & DEVELOPMENT, LLC|MANAGER, TRIAL DELIVERY MANAGEMENT
4082020242014271509|MEDICAL DEVICE BUSINESS SERVICES, INC.|SR MGR US PROF ED DPS TRAUMA/CMF AONA
4082020242014271566|JANSSEN BIOTECH, INC.|CAR T CELL THERAPY EXP LEAD
4082020242014271574|JANSSEN BIOTECH, INC.|EXECUTIVE ONCOLOGY SALES SPECIALIST
4082020242014271879|CITIZENS BANK|VP
4082020242014274754|ENDO PHARMACEUTICALS|PRESIDENT AND CEO
4082020242014275891|GALLAGHER|INSURANCE BROKER
4082020242014276050|ARKEMA, INC.|EXECUTIVE
4082020242014278073|N/A|NOT EMPLOYED
4082020242014279047|BALLARD SPAHR LLP|LAWYER
4082020242014279501|N/A|NOT EMPLOYED
4082020242014283199|NOT EMPLOYED|NOT EMPLOYED
4082020242014283782|ARCADIA UNIVERSITY|PROFESSOR OF ENGLISH
4082020242014284645|NOT EMPLOYED|NOT EMPLOYED
4082020242014285397|SELF|HOME
4082020242014286617|NOT EMPLOYED|NOT EMPLOYED
4082020242014288829|NOT EMPLOYED|NOT EMPLOYED
4082020242014289736|FORTUS REALTY|REAL ESTATE SALES
4082020242014291392|NOT EMPLOYED|NOT EMPLOYED
4082020242014291748|NOT EMPLOYED|NOT EMPLOYED
4082020242014292667|SEI INVESTMENTS|PRODUCTION SPECIALIST
4082020242014294248|ARCADIA UNIVERSITY|PROFESSOR OF ENGLISH
4082020242014295341|PREMIUM PLASTICS|FACTORY
4082020242014298747|NOT EMPLOYED|NOT EMPLOYED
4082020242014299285|NOT EMPLOYED|NOT EMPLOYED
4082020242014299565|NOT EMPLOYED|NOT EMPLOYED
4082020242014299727|NOT EMPLOYED|NOT EMPLOYED
4082020242014301143|NOT EMPLOYED|NOT EMPLOYED
4082020242014301201|NOT EMPLOYED|NOT EMPLOYED
4082020242014302135|NOT EMPLOYED|NOT EMPLOYED
4082020242014303149|PMA|PHYSICIAN
4082020242014304098|NOT EMPLOYED|NOT EMPLOYED
4082020242014304267|NOT EMPLOYED|NOT EMPLOYED
4082020242014305223|N/A|RETIRED
4082020242014305517|NOT EMPLOYED|NOT EMPLOYED
4082020242014308886|NOT EMPLOYED|NOT EMPLOYED
4082020242014310480|NOT EMPLOYED|NOT EMPLOYED
4082020242014311111|RETIRED|RETIRED
4082020242014314292|NOT EMPLOYED|NOT EMPLOYED
4082020242014314294|NOT EMPLOYED|NOT EMPLOYED
4082020242014314571|NOT EMPLOYED|NOT EMPLOYED
4082020242014314749|RETIRED|RETIRED
4082020242014316161|NOT EMPLOYED|NOT EMPLOYED
4082020242014320869|NOT EMPLOYED|NOT EMPLOYED
4082020242014321145|MAIN LINE HEALTH|PATHOLOGY ASSISTANT
4082020242014322681|RETIRED|RETIRED
4082020242014324118|NOT EMPLOYED|NOT EMPLOYED
4082020242014324520|NOT EMPLOYED|NOT EMPLOYED
4082020242014325459|PMA|PHYSICIAN
4082020242014329399|NONE|NOT EMPLOYED
4082020242014334085|NOT EMPLOYED|NOT EMPLOYED
4082020242014334856||
4082020242014336264|NOT EMPLOYED|NOT EMPLOYED
4082020242014336444|INTELLIGENT COMMUNICATION SYSTEMS|SYSTEMS ENGINEER
4082020242014336600|NOT EMPLOYED|NOT EMPLOYED
4082020242014338225|DISTRICT COUNCIL 57 (LU2006)|SPECIALTY CRAFTS - REGULAR
4082020242014338801|AON SERVICE CORPORATION|ACCOUNT EXECUTIVE II
4082020242014340585|NONE|NOT EMPLOYED
4082020242014344047|CP|MACHINE OPERATOR
4082020242014349210|DAVITA, INC.|VICE PRESIDENT
4082020242014349467|PHYSICAL THERAPY & WELLNESS INST|PT
4082020242014349554|PENN THERAPY ASSOC. INC.|PT
4082020242014351431|SELF EMPLOYED|REAL ESTATE
4082020242014352141|NOT EMPLOYED|RETIRED
4082020242014352605|NOT EMPLOYED|RETIRED
4082020242014352760|NOT EMPLOYED|NOT EMPLOYED
4082020242014353254|NOT EMPLOYED|NOT EMPLOYED
4082020242014353873|NOT EMPLOYED|NOT EMPLOYED
4082020242014354404|SCHOOL DISTRICT OF PHILADELPHIA|TEACHER
4082020242014355759|NOT EMPLOYED|NOT EMPLOYED
4082020242014355762|NOT EMPLOYED|NOT EMPLOYED
4082020242014355767|NOT EMPLOYED|NOT EMPLOYED
4082020242014356155|NATIONAL FUEL GAS SUPPLY CORP|SENIOR ENGINEER II
4082020242014356158|NATIONAL FUEL GAS CO|ENVIRONMENTAL HEALTH AND SAFETY REPRES
4082020242014357926|NOT EMPLOYED|NOT EMPLOYED
4082020242014358570|NOT EMPLOYED|RETIRED
4082020242014363772|NOT EMPLOYED|NOT EMPLOYED
4082020242014364907|NOT EMPLOYED|NOT EMPLOYED
4082020242014364913|NOT EMPLOYED|NOT EMPLOYED
4082020242014365769|NOT EMPLOYED|NOT EMPLOYED
4082020242014366875|NOT EMPLOYED|NOT EMPLOYED
4082020242014367644|MACY'S|SALES
4082020242014367832|OLSON ASSOCIATES|SCIENTIST
4082020242014368205|NOT EMPLOYED|NOT EMPLOYED
4082020242014368459|SELF-EMPLOYED|ARTIST
4082020242014368824|SELF-EMPLOYED|FARMER
4082020242014368937|NOT EMPLOYED|NOT EMPLOYED
4082020242014368943|NOT EMPLOYED|NOT EMPLOYED
4082020242014368965|NOT EMPLOYED|NOT EMPLOYED
4082020242014369951|NOT EMPLOYED|NOT EMPLOYED
4082020242014370917|N/A|NOT EMPLOYED
4082020242014370933|N/A|NOT EMPLOYED
4082020242014373616|SELF EMPLOYED|REAL ESTATE
4082020242014375869|HNTB CORPORATION|SR PROJECT DIRECTOR
4082020242014382380|LEIDOS|DIRECTOR, PROPOSAL OPERATIONS
4082020242014410406|NOT EMPLOYED|NOT EMPLOYED
4082020242014412223|NOT EMPLOYED|NOT EMPLOYED
4082020242014416264|NOT EMPLOYED|NOT EMPLOYED
4082020242014417527|FARMINGTON MEDICAL CENTER|PHYSICIAN
4082020242014444196||
4082020251219041632|NOT EMPLOYED|NOT EMPLOYED
4082020251219041688|NOT EMPLOYED|NOT EMPLOYED
4082020251219049199|EPISCOPAL CHURCH OF THE HOLY CROSS|PRIEST
4082020251219059881|NOT EMPLOYED|NOT EMPLOYED
4082020251219059899|NOT EMPLOYED|NOT EMPLOYED
4082020251219060451|NOT EMPLOYED|NOT EMPLOYED
4082020251219060483|NOT EMPLOYED|NOT EMPLOYED
4082020251219063025|NOT EMPLOYED|NOT EMPLOYED
4082020251219066112|SELF EMPLOYED|FINANCE SPECIALIST
4082020251219067197|COMM. COLL. OF PHILA|PROFESSOR
4082020251219076405|NOT EMPLOYED|NOT EMPLOYED
4082020251219078678|NOT EMPLOYED|NOT EMPLOYED
4082020251219078809|NOT EMPLOYED|NOT EMPLOYED
4082020251219079620|NOT EMPLOYED|NOT EMPLOYED
4082020251219085887|NOT EMPLOYED|NOT EMPLOYED
4082020251219086776|NOT EMPLOYED|NOT EMPLOYED
4082020251219087566|NOT EMPLOYED|NOT EMPLOYED
4082020251219090008|BP|AUDIT DIRECTOR
4082020251219090208|NOT EMPLOYED|NOT EMPLOYED
4082020251219090230|NOT EMPLOYED|NOT EMPLOYED
4082020251219097352|SELF EMPLOYED|ATTORNEY
4082020251219103263|NOT EMPLOYED|NOT EMPLOYED
4082020251219109403|NOT EMPLOYED|NOT EMPLOYED
4082020251219110614|SELF EMPLOYED|ATTORNEY
4082020251219115138|NOT EMPLOYED|NOT EMPLOYED
4082020251219115748|US DEPARTMENT OF DEFENSE|QA REPRESENTATIVE
4082020251219134888||
4082120242014472609|MERCK|DESIGNER
4082120242014473006|ETSY|SENIOR OPERATIONS ENGINEER
4082120242014474060|VIATRIS|HEAD OF FINANCE - DEVELOPED MA
4082120242014474128|VIATRIS|DEPUTY GLOBAL GENERAL COUNSEL
4082120242014474493|WESTINGHOUSE ELECTRIC COMPANY LLC|WEC MANAGER
4082120242014475111|MONTGOMERY COUNTY COMMUNITY|PROFESSOR
4082120242014476455|HDR ENGINEERING INC.|SENIOR STRUCTURAL ENGINEER
4082120242014476645|HDR ENGINEERING INC.|BRANCH OFFICE MANAGER
4082120242014479097|AMERISOURCEBERGEN SERVICES CORPORATION|SVP & PRESIDENT- CORPORATE PARTNERSHIP
4082120242014479110|AMERISOURCEBERGEN SERVICES CORPORATION|DIR- EXTERNAL COMMUNICATIONS
4082120242014479288|AMERISOURCEBERGEN SERVICES CORPORATION|SVP & DEPUTY GENERAL/GRP COUNSEL
4082120242014481307|THE GUARDIAN LIFE INSURANCE COMPANY OF|SENIOR COUNSEL
4082120242014481545||
4082120242014484491|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4082120242014485479|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4082120242014485608|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4082120242014486489|FEDERAL AVIATION ADMINISTRATION|AIR TRAFFIC CONTROLLER
4082120242014488786|THE GUARDIAN LIFE INSURANCE COMPANY OF|SR. PROFESSIONAL, REAL ESTATE OPERATIO
4082120242014488800|THE GUARDIAN LIFE INSURANCE COMPANY OF|MANAGER, CUSTOMER CARE.
4082120242014489432|UNITED STATES STEEL CORPORATION|SENIOR DIRECTOR - CORPORATE LABOR RELA
4082120242014490901|N/A|RETIRED
4082120242014492899|UNIVERSITY OF PENNSYLVANIA|PROFESSOR
4082120242014493144|N/A|RETIRED
4082120242014493147|N/A|RETIRED
4082120242014494672|N/A|RETIRED
4082120242014496452|N/A|RETIRED
4082120242014501263|N/A|RETIRED
4082120242014503304|N/A|RETIRED
4082120242014504621|N/A|RETIRED
4082120242014506887|N/A|RETIRED
4082120242014526943|JPMORGAN CHASE BANK, N.A.|INVESTMENT SPECIALIST
4082120242014527234|ALLY FINANCIAL INC|ASSOC GENERAL COUNSEL
4082120242014528271|WINCHESTER BIC|CONSULTANT
4082120242014534882|COMCAST CORPORATION|SVP, ADMINISTRATION
4082120242014534890|COMCAST (CC) OF WILLOW GROVE|VICE PRESIDENT, CREDIT & COLLECTIONS
4082120242014534975|COMCAST (CC) OF WILLOW GROVE|VICE PRESIDENT, HUMAN RESOURCES - ADVE
4082120242014534976|COMCAST (CC) OF WILLOW GROVE|VICE PRESIDENT, HUMAN RESOURCES - ADVE
4082120242014535128|COMCAST (CC) OF WILLOW GROVE|VICE PRESIDENT 2, BUSINESS PROCESS EFF
4082120242014535161|COMCAST CORPORATION|SENIOR DIRECTOR, TAX
4082120242014535613|COMCAST (CC) OF WILLOW GROVE|SVP, CONNECTED LIVING PRODUCT
4082120242014535961|COMCAST (CC) OF WILLOW GROVE|SVP & SDGC & CHIEF LITIGATION COUNSEL
4082120242014536016|COMCAST CORPORATION|VICE PRESIDENT & ASSISTANT TREASURER
4082120242014536096|COMCAST (CC) OF WILLOW GROVE|SVP STRATEGY AND OPERATIONS
4082120242014536421|COMCAST (CC) OF WILLOW GROVE|VP, SOFTWARE DEVELOPMENT & ENGINEERING
4082120242014536668|COMCAST (CC) OF WILLOW GROVE|SENIOR DIRECTOR, FINANCE STRATEGY & AN
4082120242014536691|COMCAST (CC) OF WILLOW GROVE|LEAD SPECL, SYSTEMS ADMIN
4082120242014536706|COMCAST (CC) OF WILLOW GROVE|DIRECTOR 3, TECHNL RESEARCH & DEV
4082120242014536735|COMCAST (CC) OF WILLOW GROVE|VICE PRESIDENT 2, BUSINESS DEVELOPMENT
4082120242014536906|COMCAST (CC) OF WILLOW GROVE|PRESIDENT & CEO, COMCAST CABLE
4082120242014537036|COMCAST (CC) OF WILLOW GROVE|PRESIDENT, BUSINESS SERVICES, CABLE DI
4082120242014538398|PPG INDUSTRIES, INC.|SVP I SBU
4082120242014538427|PRC-DESOTO INTERNATIONAL, INC.|SENIOR MANAGER I INFORMATION TECHNO
4082120242014538448|PPG INDUSTRIES, INC.|SENIOR MANAGER I BRAND/PRODUCT MANA
4082120242014538468|PPG INDUSTRIES, INC.|ATTORNEY LEAD
4082120242014538656|CONSOL ENERGY INC.|SENIOR VICE-PRESIDENT MARKETING & SALE
4082120242014538678|CONSOL ENERGY INC.|ASSISTANT SUPERINTENDENT
4082120242014539204|SANOFI US SERVICES INC.|STRATEGIC ACCOUNT MANAGER
4082120242014540950|NOT EMPLOYED|NOT EMPLOYED
4082120242014541015|SELF EMPLOYED ..MARYLAPOSSTUDIOS|ARTIST
4082120242014541300|GREENBERG TRAURIG|ATTORNEY
4082120242014544245|NONE|RETIRED
4082120242014547055|TURNER CONSTRUCTION COMPANY|LABORER
4082120242014547403|STRUCTURE-TONE INC|LABORER
4082120242014548267|EURO-TECH CONSTR.CORP|LABORER
4082120242014551233|UNITED AIRLINES|AIRLINE PILOT
4082120242014551397|UNITED AIRLINES|AIRLINE PILOT
4082120242014551417|DELTA AIR LINES|AIRLINE PILOT
4082120242014551902|FRONTIER AIRLINES|AIRLINE PILOT
4082120242014552434|RETIRED|RETIRED
4082120242014552710|RETIRED|RETIRED
4082120242014553357|RETIRED|RETIRED
4082120242014554318|USACS MEDICAL GROUP, LTD.|MEDICAL DIRECTOR
4082120242014557942|DYNAMIS SKIN SCIENCE INC.|CHIEF EXECUTIVE OFFICER
4082120242014558742|N/A|RETIRED
4082120242014559370|N/A|RETIRED
4082120242014560352|CARNEGIE MELLON UNIVERSITY|PROFESSOR
4082120242014561074|N/A|RETIRED
4082120242014563162|N/A|RETIRED
4082120242014565038|N/A|RETIRED
4082120242014565574|N/A|RETIRED
4082120242014567588|N/A|RETIRED
4082120242014568446|N/A|RETIRED
4082120242014571392|N/A|RETIRED
4082120242014571608|N/A|RETIRED
4082120242014573336|N/A|RETIRED
4082120242014579945|N/A|RETIRED
4082120242014581038|SELF|PSYCHOTHERAPIST
4082120242014584000|NOT EMPLOYED|NOT EMPLOYED
4082120242014585298|NOT EMPLOYED|NOT EMPLOYED
4082120242014585442|NOT EMPLOYED|NOT EMPLOYED
4082120242014586260|NOT EMPLOYED|NOT EMPLOYED
4082120242014590274|NOT EMPLOYED|NOT EMPLOYED
4082120242014591424|N/A|NOT EMPLOYED
4082120242014591547|N/A|NOT EMPLOYED
4082120242014592660|N/A|NOT EMPLOYED
4082120242014593019|TEMPLE UNIVERSITY|PROFESSOR
4082120242014593151|BRIGHT HEALTH|MANAGER
4082120242014593159|N/A|NOT EMPLOYED
4082120242014593377|N/A|RETIRED
4082120242014595095|DREXEL UNIVERSITY|COMMUNICATIONS
4082120242014595587|N/A|NOT EMPLOYED
4082120242014596351|N/A|NOT EMPLOYED
4082120242014596357|N/A|NOT EMPLOYED
4082220242014639891|USPS|LETTER CARRIER
4082220242014640324|USPS|LETTER CARRIER
4082220242014640769|USPS|LETTER CARRIER
4082220242014645039|GO WELL|BROKER
4082220242014650062|UPENN|NEURORADIOLOGY
4082220242014650238|QUEST DIAGNOSTICS|EXEC DIR, REGIONAL HEALTH PLANS
4082220242014657165|N/A|RETIRED
4082220242014658095|N/A|RETIRED
4082220242014659317|N/A|RETIRED
4082220242014659619|N/A|RETIRED
4082220242014661307|N/A|RETIRED
4082220242014664861|NONE|NOT EMPLOYED
4082220242014666226|SELF-EMPLOYED|AUDIO ENGINEER/ PRODUCER
4082220242014669771|NONE|NOT EMPLOYED
4082220242014672267|LAWTON CHIROPRACTIC INC.|CHIROPRACTOR/CEO
4082220242014677071|SELF|FARMER &QUARTER HORSE BREEDERS/FARMER
4082220242014678797|NONE|NOT EMPLOYED
4082220242014679154|NONE|NOT EMPLOYED
4082220242014679336|NONE|NOT EMPLOYED
4082220242014681133|PENNSYLVANIA LUMBERMENS MUTUAL INSURAN|ASSISTANT VICE PRESIDENT OF CUSTOMER S
4082220242014683813|CELLCO PARTNERSHIP|SR DIR-SOLUTIONS ARCHT
4082220242014683916|VERIZON CORP RSRCS GROUP LLC|ASSOCIATE GENERAL COUNSEL
4082220242014684225|VERIZON CORP RSRCS GROUP LLC|VP-NTWK & FIELD OPS
4082220242014685004|NOT EMPLOYED|NOT EMPLOYED
4082220242014685294|NOT EMPLOYED|NOT EMPLOYED
4082220242014685748|NOT EMPLOYED|NOT EMPLOYED
4082220242014686166|NOT EMPLOYED|NOT EMPLOYED
4082220242014686350|NOT EMPLOYED|NOT EMPLOYED
4082220242014688224|UNIVERSITY OF PITTSBURGH|PROFESSOR
4082220242014688316|NOT EMPLOYED|NOT EMPLOYED
4082220242014691546|NOT EMPLOYED|NOT EMPLOYED
4082220242014692436|NOT EMPLOYED|NOT EMPLOYED
4082220242014716627|RETIRED|RETIRED
4082220242014717715|RADPARTNERS|RADIOLOGY
4082220242014719616||
4082220242014723714|RETIRED|RETIRED
4082220242014728075|N/A|NOT EMPLOYED
4082220242014728572|N/A|NOT EMPLOYED
4082220242014728643|KESCO|BUDINESS
4082220242014729230|N/A|RETIRED
4082220242014730221|N/A|NOT EMPLOYED
4082220242014737021|SELF|REAL ESTATE
4082220242014739121|NONE|NOT EMPLOYED
4082220242014741536|NONE|NOT EMPLOYED
4082220242014741628|NONE|NOT EMPLOYED
4082220242014747200|NONE|NOT EMPLOYED
4082220242014747590|NONE|NOT EMPLOYED
4082220242014750978|KEYSTONE|REAL ESTATE
4082220242014771432|SOUTHWEST AIRLINES|PILOT
4082220242014771685|SOUTHWEST AIRLINES|PILOT
4082220242014775232|NOT EMPLOYED|NOT EMPLOYED
4082220242014775288|NOT EMPLOYED|NOT EMPLOYED
4082220242014775539|NOT EMPLOYED|NOT EMPLOYED
4082220242014775737|NOT EMPLOYED|NOT EMPLOYED
4082220242014775920|STANDARDS SOLUTION|SEMI-RETIRED
4082220242014777045|NOT EMPLOYED|NOT EMPLOYED
4082220242014777149|NOT EMPLOYED|NOT EMPLOYED
4082220242014777374|NOT EMPLOYED|NOT EMPLOYED
4082220242014778065|NOT EMPLOYED|NOT EMPLOYED
4082220242014778156|NOT EMPLOYED|NOT EMPLOYED
4082220242014782249|RUTGERS LAW SCHOOL|LAW PROFESSOR
4082220242014782544|NOT EMPLOYED|NOT EMPLOYED
4082220242014782613|NOT EMPLOYED|NOT EMPLOYED
4082220242014782652|DEPARTMENT OF INTERIOR|SCIENTIST
4082220242014783298|N/A|NOT EMPLOYED
4082220242014783315|N/A|NOT EMPLOYED
4082220242014783530|N/A|NOT EMPLOYED
4082220242014783534|N/A|NOT EMPLOYED
4082220242014784125|N/A|NOT EMPLOYED
4082220242014784361|N/A|NOT EMPLOYED
4082220242014784370|N/A|NOT EMPLOYED
4082220242014784375|N/A|NOT EMPLOYED
4082220242014790633||
4082320242014828336|NOT EMPLOYED|NOT EMPLOYED
4082320242014829610|NOT EMPLOYED|RETIRED
4082320242014830580|SELF EMPLOYED|PSYCHOLOGIST
4082320242014832138|NOT EMPLOYED|NOT EMPLOYED
4082320242014837117|NOT EMPLOYED|NOT EMPLOYED
4082320242014838723|NOT EMPLOYED|NOT EMPLOYED
4082320242014839393|NOT EMPLOYED|NOT EMPLOYED
4082320242014840695|NONE|RETIRED
4082320242014852888|NONE|NOT EMPLOYED
4082320242014856267|NONE|NOT EMPLOYED
4082320242014856949|NONE|NOT EMPLOYED
4082320242014858074|SCHOOL DISTRICT OF UPPER DUBLIN|SOCIAL STUDIES HIGH SCHOOL TEACHER
4082320242014861470|UPENN|BIOPHYSICIST
4082320242014862378|NONE|NOT EMPLOYED
4082320242014867860|N/A|RETIRED
4082320242014867907|BUCHANAN INGERSOLL &ROONEY|ATTORNEY
4082320242014870979|RETIRED|RETIRED
4082320242014872737|IRON WORKERS LOCAL UNION #003|IRONWORKER
4082320242014873783|SELF-EMPLOYED|CONTRACTOR
4082320242014873906||
4082320242014875817|NOT EMPLOYED|NOT EMPLOYED
4082320242014877498|RETIRED|RETIRED
4082320242014878388|RETIRED|RETIRED
4082320242014878983|RETIRED|RETIRED
4082320242014879199|RETIRED|RETIRED
4082320242014880677|RETIRED|RETIRED
4082320242014902250|THE LINGO GROUP INC.|ADMINISTRATIVE MANAGER
4082320242014905256|NOT EMPLOYED|NOT EMPLOYED
4082320242014906110|SELF EMPLOYED|COACH
4082320242014906428|NOT EMPLOYED|NOT EMPLOYED
4082320242014907386|NOT EMPLOYED|NOT EMPLOYED
4082320242014912134|NONE|RETIRED
4082320242014912624|NONE|RETIRED
4082320242014913126|NONE|RETIRED
4082320242014913194||
4082320242014913746|SELF-EMPLOYED|ATTORNEY
4082320242014914871|NOT EMPLOYED|NOT EMPLOYED
4082320242014917573|NOT EMPLOYED|NOT EMPLOYED
4082320242014918184|NOT EMPLOYED|NOT EMPLOYED
4082320242014918348|NOT EMPLOYED|NOT EMPLOYED
4082320242014918372|NOT EMPLOYED|NOT EMPLOYED
4082320242014918458|NOT EMPLOYED|NOT EMPLOYED
4082320242014919712|WIDENER UNIVERSITY|ATHLETIC TRAINER
4082320242014920882|GREENBERG TRAURIG|ATTORNEY
4082320242014920922|NOT EMPLOYED|NOT EMPLOYED
4082320242014920925|NOT EMPLOYED|NOT EMPLOYED
4082320242014928067|SELF- EMPLOYED|DENTIST
4082320242014928745|RETIRED|RETIRED
4082320242014929323|RETIRED|RETIRED
4082320242014929428|RETIRED|RETIRED
4082320242014933063||
4082320242014933309||
4082320242014937693||
4082320242014939097||
4082620242015002344|MEAGHER INSURANCE|PRESIDENT
4082620242015002350|NONE|RETIRED
4082620242015017675|RETIRED|RETIRED
4082620242015019904|RETIRED|RETIRED
4082620242015034376|EPA|IT SPECIALIST
4082620242015034380|VAMC|INFORMATION TECHNOLOGY SPECIALIST
4082620242015034776|NOT EMPLOYED|NOT EMPLOYED
4082620242015040255|USPS|RETIRED CARRIER
4082620242015041027|THOMAS JEFFERSON UNIVERSITY|PHYSICIAN ASSISTANT
4082620242015044836|BLUE BELL CONSTRUCTION|OPERATOR
4082620242015044844|ELLINGSON TRENCHLESS LLC|OPERATOR
4082620242015044866|MECO CONSTRUCTORS INCORPORATED|OPERATOR
4082620242015044885|NELLO CONSTRUCTION COMPANY|OPERATOR
4082620242015044889|NASCON INC.|OPERATOR
4082620242015044950|CHESCO CORING & CUTTING INC|OPERATOR
4082620242015044974|PINCIOTTI CONST CO INC|OPERATOR
4082620242015045047|TRUMBULL CORPORATION|OPERATOR
4082620242015045061|BIDDLE CONTRACTORS, INC.|OPERATOR
4082620242015045107|SPAVENTA & SONS, INC.|OPERATOR
4082620242015045264|BRIGHTLINE EQUIPMENT RENTALS|OPERATOR
4082620242015045265|AMQUIP CRANE RENTAL LLC|OPERATOR
4082620242015045311|QCI INC|OPERATOR
4082620242015045394|PIO CONSTRUCTION, INC.|OPERATOR
4082620242015045445|MCCROSSIN,INC.|OPERATOR
4082620242015045450|ANDERSON CONSTRUCTION CO INC|OPERATOR
4082620242015045464|MORRISSEY INC.|OPERATOR
4082620242015045480|THACKRAY CRANE RENTAL INC.|OPERATOR
4082620242015045540|NEPA CRANE AND HAULING LLC|OPERATOR
4082620242015045632|STONE & WEBSTER CONSTRUCTION|OPERATOR
4082620242015045643|HAINES & KIBBLEHOUSE|OPERATOR
4082620242015045650|LABOR RENTAL COMPANY|OPERATOR
4082620242015045688|IUOE LOCAL 542 WEL & PEN|OPERATOR
4082620242015045805|ATLANTIC COAST DISMANTLING|OPERATOR
4082620242015045813|MARLEY COOLING TECHNOLOGIES|OPERATOR
4082620242015045818|HAINES & KIBBLEHOUSE|OPERATOR
4082620242015045829|PRECISION PIPELINE,LLC|OPERATOR
4082620242015045838|BENSALEM PARK MAINTENANCE, LTD|OPERATOR
4082620242015045850|AMQUIP CRANE RENTAL LLC|OPERATOR
4082620242015045863|SERAVALLI CONSTRUCTION CO.|OPERATOR
4082720242015088239|NOT EMPLOYED|NOT EMPLOYED
4082720242015090824|NOT EMPLOYED|NOT EMPLOYED
4082720242015091056|SELF EMPLOYED|QUARTER HORSE BREEDER
4082720242015091824|SELF EMPLOYED|REAL ESTATE
4082720242015092143|NOT EMPLOYED|NOT EMPLOYED
4082720242015092227|NOT EMPLOYED|NOT EMPLOYED
4082720242015092796|TLC INSTITUTE|ADMINISTRATOR
4082720242015093338|NOT EMPLOYED|NOT EMPLOYED
4082720242015096092|SELF EMPLOYED|REAL ESTATE
4082720242015096543|NOT EMPLOYED|NOT EMPLOYED
4082720242015097901|NOT EMPLOYED|NOT EMPLOYED
4082720242015098598|NOT EMPLOYED|NOT EMPLOYED
4082720242015104215|NOT EMPLOYED|NOT EMPLOYED
4082720242015108215|NOT EMPLOYED|NOT EMPLOYED
4082720242015108317|NOT EMPLOYED|NOT EMPLOYED
4082720242015109755|N/A|RETIRED
4082720242015128646|SHAKE SEAFOOD|WAITER
4082720242015130305|RETIRED|RETIRED
4082720242015132753|RETIRED|RETIRED
4082720242015133626|RETIRED|RETIRED
4082720242015134029|MONDELZ INTERNATIONAL|ANALYST
4082720242015134747||
4082720242015134995||
4082720242015136748|RETIRED|RETIRED
4082720242015137709|RETIRED|RETIRED
4082720242015138390|UA|UROLOGIC SURGEON
4082720242015138817|RETIRED|RETIRED
4082720242015139965||
4082720242015140419|RETIRED|RETIRED
4082720242015140567|RETIRED|RETIRED
4082720242015141346|SELF-EMPLOYED|INVESTOR
4082720242015141589|RETIRED|RETIRED
4082720242015141759|RETIRED|RETIRED
4082720242015142136|RETIRED|RETIRED
4082720242015142202|RETIRED|RETIRED
4082720242015143005|RETIRED|RETIRED
4082720242015143200|JRCISI|ANALYST
4082720242015143765|RETIRED|RETIRED
4082720242015144876|PCISERVICES|PACKER
4082720242015145133|RETIRED|RETIRED
4082720242015145203|RETIRED|RETIRED
4082720242015146611|RETIRED|RETIRED
4082720242015147113|RETIRED|RETIRED
4082720242015147214|SELF-EMPLOYED|SELF-EMPLOYED
4082720242015148549|RETIRED|RETIRED
4082720242015149370|SOLAR TECH INC|ELECTRONICS ASSEMBLER
4082720242015149574|HOUSE FLIP CAPITAL LLC|HOUSE FLIP CAPITAL LLC
4082720242015153110|RETIRED|RETIRED
4082720242015153421|RETIRED|RETIRED
4082720242015153489|RETIRED|RETIRED
4082720242015154009|RETIRED|RETIRED
4082720242015156127|SOLAR TECH INC|ELECTRONICS ASSEMBLER
4082720242015156866|RETIRED|RETIRED
4082720242015157604|SELF-EMPLOYED|SELF-EMPLOYED
4082720242015158753|RETIRED|RETIRED
4082720242015158766|RETIRED|RETIRED
4082720242015158977||
4082720242015160145|RETIRED|RETIRED
4082720242015160511|SELF-EMPLOYED|FUNERAL DIRECTOR
4082720242015160541|RETIRED|RETIRED
4082720242015162177|SWASD|MAINTENANCE TECHNICIAN
4082720242015162320|RETIRED|RETIRED
4082720242015164321|RETIRED|RETIRED
4082720242015165068|RETIRED|RETIRED
4082720242015165853|RETIRED|RETIRED
4082720242015165990|TOWN OF EMMITSBURG MO|BUILDING MAINTENANCE
4082720242015166388|RETIRED|RETIRED
4082720242015166474|RETIRED|RETIRED
4082720242015167975|RETIRED|RETIRED
4082720242015168701|RETIRED|RETIRED
4082720242016456290|RUTGERS|LAW PROF
4082720242016568298|RETIRED|RETIRED
4082720242016568506|NOT EMPLOYED|NOT EMPLOYED
